name,perplexity,accuracy,loss,params,time
backprop_64,12.638532638549805,0.3142578125,2.5367502689361574,106161,1.640859842300415
eqprop_looped_mlp_h64_eq10,15.565862655639648,0.26865234375,2.745080316066742,31025,3.7798280715942383
eqprop_recurrent_core_h64_eq10,20.140592575073242,0.15849609375,3.002737319469452,56177,24.653948545455933
eqprop_full_h64_eq10,19.342496871948242,0.20625,2.9623044967651366,89649,36.78821587562561
eqprop_recurrent_core_h32_eq5,21.202924728393555,0.1564453125,3.054139256477356,19921,24.452603101730347
eqprop_recurrent_core_h128_eq10,16.57019805908203,0.2474609375,2.8076057195663453,177841,24.954322814941406
eqprop_recurrent_core_h64_eq20,20.279705047607422,0.191796875,3.0096205711364745,56177,24.733856439590454
